stim,pos,size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,text.started,text.stopped,kbRight.started,kbRight.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,fix.started,fix.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rest_image.started,rest_image.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,kbLeft.started,kbLeft.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_2.started,image_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_2.started,text_2.stopped,sbj,hndns,eye,sex,age,edu,session,date,expName,psychopyVersion,frameRate,
80.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,47,47,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.2432965999469,None,759.7428357999306,759.7928783999523,p,0.48921709996648133,759.7428357999306,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(-4, 0)","(7, 7)",,,,,,,,,0,48,48,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.2592405999312,None,760.7586949999677,760.8084499000106,p,0.47700880002230406,760.7586949999677,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,0,49,49,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.2582478999393,None,761.7579312999733,761.8079793000361,p,0.4250141999218613,761.7579312999733,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(4, 0)","(7, 7)",,,,,,,,,0,50,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.2074629999697,None,762.7070216999855,762.7573019999545,p,0.5572974999668077,762.7070216999855,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-4, 0)","(7, 7)",,,,,,,,,0,51,51,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.2897088000318,None,763.7896256999811,763.8394210999832,p,0.5245479000732303,763.7896256999811,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(6.06, 3.5)","(10.5, 10.5)",,,,,,,,,0,52,52,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.3389603999676,None,764.8386856999714,764.8886677999981,o,0.7752399999881163,764.8386856999714,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(4, 0)","(7, 7)",,,,,,,,,0,53,53,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.6380584000144,None,766.137507300009,766.187239699997,o,0.5664099999703467,766.137507300009,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,0,54,54,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.7196771999588,None,767.2195541999536,767.2697503999807,p,0.8116041000466794,767.2195541999536,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,55,55,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.0526339999633,None,768.5517014999641,768.6018795999698,o,0.6589500999543816,768.5517014999641,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,0,56,56,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.2345466000261,None,769.7345135000069,769.7848724999931,p,0.5674764999421313,769.7345135000069,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,0,57,57,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.3337608999573,None,770.8332967000315,770.8833514000289,p,0.4450630000792444,770.8332967000315,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,58,58,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.2996215999592,None,771.7987797999522,771.8491293999832,p,0.5886679999530315,771.7987797999522,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,0,59,59,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.4151124999626,None,772.9148920000298,772.9648533000145,p,0.4335537999868393,772.9148920000298,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,0,60,60,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.3809965000255,None,773.8807627999922,773.9306492999895,p,0.558037200011313,773.8807627999922,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,0,61,61,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.4631523999851,None,774.9632416999666,775.0131588999648,p,0.47135389992035925,774.9632416999666,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,0,62,62,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.4623733999906,None,775.9623158000177,776.0123471999541,o,0.6301523000001907,775.9623158000177,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,0,63,63,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.6112574000144,None,777.1111963000149,777.1611319000367,o,0.6894177000503987,777.1111963000149,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,0,64,64,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.8271292999852,None,778.3268118000124,778.3765353999333,p,0.5891140000894666,778.3268118000124,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,0,65,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.9425310000079,None,779.4425409999676,779.492174700019,o,0.5962986999657005,779.4425409999676,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,0,66,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.0585544999922,None,780.5583354999544,780.6081802999834,o,0.49642939993645996,780.5583354999544,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,0,67,67,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.073955800035,None,781.57384680002,781.6241781000281,o,0.45613499998580664,781.57384680002,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,0,68,68,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0568987999577,None,782.5565445999382,782.6064969999716,o,0.5627764000091702,782.5565445999382,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,0,69,69,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.1390962000005,None,783.6386232000077,783.6885559000075,o,0.5236813999945298,783.6386232000077,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,0,70,70,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.1882608999731,None,784.6881510999519,784.7377557000145,o,0.40802209998946637,784.6881510999519,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(4, 0)","(7, 7)",,,,,,,,,0,71,71,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.120809199987,None,785.6200114999665,785.6699234000407,p,0.566172800026834,785.6200114999665,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,72,72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.2033583000302,None,786.7030797000043,786.7528746000025,p,0.4621861999621615,786.7030797000043,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(4, 0)","(7, 7)",,,,,,,,,0,73,73,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.1856243000366,None,787.6852349999826,787.7352905999869,p,0.4121108999243006,787.6852349999826,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,74,74,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.1181857000338,None,788.6178332000272,788.6676494999556,p,0.3993682999862358,788.6178332000272,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,0,75,75,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0342447999865,None,789.5336294999579,789.5835273000412,p,0.42766950000077486,789.5336294999579,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,0,76,76,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.9831931999652,None,790.4828584999777,790.5325527000241,o,0.33164489991031587,790.4828584999777,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,77,77,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.8324598999461,None,791.3322579000378,791.3818275999511,p,0.6213907999917865,791.3322579000378,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,78,78,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.9814783999464,None,792.4810623000376,792.5307083999505,p,0.596944999997504,792.4810623000376,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,0,79,79,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.0974661000073,None,793.5965561999474,793.6470324000111,o,0.5253947000019252,793.5965561999474,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(4, 0)","(7, 7)",,,,,,,,,0,80,80,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.1457383999368,None,794.645597100025,794.6954272999428,p,0.6978868000442162,794.645597100025,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(4, 0)","(7, 7)",,,,,,,,,0,81,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.3617522999411,None,795.8614019999513,795.9116782000056,p,0.4575561999808997,795.8614019999513,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(6.06, 3.5)","(10.5, 10.5)",,,,,,,,,0,82,82,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.3445633000229,None,796.843635499943,796.8938038999913,p,0.4559245000127703,796.843635499943,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,83,83,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.3271493000211,None,797.8262073999504,797.8762121000327,p,0.5084997999947518,797.8262073999504,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(-4, 0)","(7, 7)",,,,,,,,,0,84,84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.3591186000267,None,798.8585628999863,798.9090485000052,o,0.338562999968417,798.8585628999863,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,0,85,85,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.224837900023,None,799.7247496999335,799.7745262000244,p,0.30642599996645004,799.7247496999335,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,0,86,86,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0578314999584,None,800.5573802000144,800.6072771999752,o,0.6728323999559507,800.5573802000144,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,0,87,87,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.2562820999883,None,801.7564014999662,801.8061644999543,p,0.5506304999580607,801.7564014999662,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(6.06, 3.5)","(10.5, 10.5)",,,,,,,,,0,88,88,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.3390854999889,None,802.8386532999575,802.8887938000262,o,0.6430528999771923,802.8386532999575,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,89,89,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.5045619999291,None,804.0042647999944,804.0541245000204,p,0.5923129000002518,804.0042647999944,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,0,90,90,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.6204063999467,None,805.120194499963,805.1701315999962,o,0.7161259999265894,805.120194499963,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(-4, 0)","(7, 7)",,,,,,,,,0,91,91,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.8690048999852,None,806.3683804000029,806.4188700999366,p,0.6547902000602335,806.3683804000029,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(-4, 0)","(7, 7)",,,,,,,,,0,92,92,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0516594999935,None,807.5512936000014,807.6012455000309,p,0.7224259999347851,807.5512936000014,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,93,93,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.3006688000169,None,808.8002319999505,808.8499233999755,p,0.5328969999682158,808.8002319999505,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,0,94,94,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.3496088000247,None,809.8492542000022,809.8992362000281,o,0.651499499916099,809.8492542000022,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,0,95,95,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.5318638000172,None,811.0313432000112,811.0817562999437,o,0.5754120000638068,811.0313432000112,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(6.06, 3.5)","(10.5, 10.5)",,,,,,,,,0,96,96,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.6308677999768,None,812.1308778999373,812.1804720000364,o,0.5061283999821171,812.1308778999373,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,97,97,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.6630158999469,None,813.1628774999408,813.2129067999776,p,0.5457706999732181,813.1628774999408,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,0,98,98,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.7293045000406,None,814.2285940999864,814.278563800035,p,0.6275782999582589,814.2285940999864,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,0,99,99,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.8777821999975,None,815.377819599933,815.4275753999827,o,0.5632306999759749,815.377819599933,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,100,100,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.960508499993,None,816.4602929999819,816.510045700008,p,0.8795509999617934,816.4602929999819,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,101,101,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.3592265000334,None,817.8591091999551,817.908676299965,p,0.6631181000266224,817.8591091999551,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
60.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,0,102,102,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.5416099999566,None,819.0411542999791,819.0914058999624,o,1.1354718999937177,819.0411542999791,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(-6.06, 3.5)","(10.5, 10.5)",,,,,,,,,0,103,103,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.2067923999857,None,820.7062711999752,820.756217099959,p,0.5923499999335036,820.7062711999752,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(6.06, -3.5)","(10.5, 10.5)",,,,,,,,,0,104,104,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.3225397999631,None,821.8222344999667,821.8721193999518,p,0.5548121000174433,821.8222344999667,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(-4, 0)","(7, 7)",,,,,,,,,0,105,105,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.4048146000132,None,822.90443590004,822.9543513000244,p,0.5913261000532657,822.90443590004,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,0,106,106,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.5206733000232,None,824.0203850000398,824.0704031999921,p,0.5451472999993712,824.0203850000398,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
20.bmp,"(2, 6.92)","(7, 7)",,,,,,,,,0,107,107,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.5865283999592,None,825.0859266000334,825.1359733999707,o,0.634349999949336,825.0859266000334,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,0,108,108,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.7520531000337,None,826.2516996000195,826.3013957999647,p,0.5520745000103489,826.2516996000195,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
70.bmp,"(-6.06, 3.5)","(10.5, 10.5)",,,,,,,,,0,109,109,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.8344383999938,None,827.3339496999979,827.3840778999729,p,0.49874349997844547,827.3339496999979,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
50.bmp,"(0, 7)","(10.5, 10.5)",,,,,,,,,0,110,110,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.8505806999747,None,828.3661348000169,828.4160199000034,o,0.6425021000904962,828.3661348000169,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
40.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,0,111,111,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0323978000088,None,829.5319635999622,829.5821572999703,p,0.55975649994798,829.5319635999622,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(0, -7)","(10.5, 10.5)",,,,,,,,,0,112,112,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.1149853999959,None,830.6140329999616,830.6640181000112,p,0.5890747000230476,830.6140329999616,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
0.bmp,"(0, 0)","(4.375, 4.375)",,,,,,,,,0,113,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.2306275999872,None,831.7301217999775,831.7801952000009,p,0.6404763999162242,831.7301217999775,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
10.bmp,"(6.06, 3.5)","(10.5, 10.5)",,,,,,,,,0,114,114,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.39623199997,None,832.895736000035,832.9454308999702,o,0.6877520999405533,832.895736000035,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
80.bmp,"(2, -6.92)","(7, 7)",,,,,,,,,0,115,115,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.6116967999842,None,834.1116005999502,834.1613296000287,o,0.6635945999296382,834.1116005999502,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(-2, 6.92)","(7, 7)",,,,,,,,,0,116,116,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.7940472000046,None,835.2937643999467,835.3434795000358,o,0.5782195000210777,835.2937643999467,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
30.bmp,"(-2, -6.92)","(7, 7)",,,,,,,,,1,0,117,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.8934613999445,None,836.3926377999596,836.4426103000296,p,0.7039425999391824,836.3926377999596,None,,,,,,,,,,,,,,,,,,,,,810199275,r,l,m,25,3,001,2022-03-07_23h19.49.602,HW1,2022.1.1,59.974870533394146,
